"seondary"	"mass"	"charge"	"10 MeV"	"20 MeV"	"30 MeV"	"40 MeV"	"50 MeV"	"60 MeV"	"70 MeV"	"80 MeV"	"90 MeV"	"100 MeV"	"110 MeV"	"120 MeV"	"130 MeV"	"140 MeV"	"150 MeV"	"160 MeV"	"170 MeV"	"180 MeV"	"190 MeV"	"200 MeV"	"210 MeV"	"220 MeV"	"230 MeV"	"240 MeV"	"250 MeV"	"260 MeV"	"270 MeV"	"280 MeV"	"290 MeV"	"300 MeV"	"310 MeV"	"320 MeV"	"330 MeV"	"340 MeV"	"350 MeV"	"360 MeV"	"370 MeV"	"380 MeV"	"390 MeV"	"400 MeV"	"410 MeV"	"420 MeV"	"430 MeV"	"440 MeV"	"450 MeV"
"Be7"	6534.184631	4	0.0025247	0.00640973	0.0081028	0.0100831	0.0646702	0.0683043	0.0709072	0.0732343	0.0753323	0.0772124	0.0789217	0.0803384	0.0814645	0.0824513	0.0832037	0.0838422	0.0842385	0.0846578	0.0849906	0.0851046	0.0852424	0.0854545	0.0855442	0.0856044	0.0856831	0.085746	0.0857315	0.0857251	0.0858391	0.0858954	0.085851	0.0857134	0.085625	0.0857127	0.085475	0.085386	0.0852801	0.0851483	0.085013	0.0850257	0.0847947	0.0846574	0.084569	0.0843615	0.0841694
"Be9"	8392.750301	4	0.00215247	0.00884633	0.0103814	0.0117494	0.0254966	0.0255531	0.0257133	0.0260501	0.026544	0.0271265	0.0278269	0.0284451	0.0290799	0.029651	0.0300933	0.0305016	0.0306849	0.0308307	0.0309901	0.0309443	0.030879	0.0308475	0.030796	0.0307381	0.030617	0.0304256	0.0303993	0.0302869	0.0302529	0.0301186	0.030038	0.0299743	0.0298219	0.029682	0.0295875	0.0295277	0.0294426	0.0293581	0.0292701	0.0291903	0.0290749	0.0290077	0.0289098	0.0288806	0.0287836
"C10"	9327.574014	6	3.51667e-05	0.000646333	0.00169263	0.00237227	0.0137535	0.0158327	0.0177035	0.0193274	0.020685	0.0217471	0.022623	0.0231817	0.0235659	0.0238397	0.0239828	0.0240013	0.0240407	0.0240391	0.0239051	0.0238207	0.0236816	0.0235663	0.0233955	0.0231247	0.022942	0.0227209	0.0224964	0.0222695	0.0220206	0.0218721	0.02166	0.0215078	0.0214045	0.0212101	0.0210442	0.020938	0.0208704	0.0208246	0.0207293	0.0206589	0.0206069	0.0205754	0.0204664	0.0204623	0.0204125
"C11"	10254.0197	6	0.00157457	0.0145937	0.0216895	0.0245618	0.134238	0.136856	0.138491	0.140348	0.141872	0.142341	0.142262	0.141864	0.141169	0.140609	0.140014	0.139584	0.139101	0.138774	0.13849	0.138187	0.137867	0.137478	0.137229	0.137121	0.136673	0.136588	0.136101	0.135884	0.135576	0.135321	0.135043	0.134861	0.134545	0.134331	0.134052	0.134	0.133604	0.133584	0.133348	0.133333	0.133007	0.132905	0.132845	0.132689	0.132662
"C12"	11174.86339	6	0.0622398	0.229853	0.218073	0.232556	0.137228	0.113911	0.105494	0.103993	0.104003	0.103632	0.102387	0.100461	0.0981068	0.0956238	0.0929881	0.0906563	0.0881903	0.0858109	0.0835938	0.0816514	0.0797886	0.0781392	0.076545	0.0750356	0.0738253	0.0725808	0.071605	0.0706853	0.0698416	0.0691095	0.0685315	0.0678988	0.067334	0.0668555	0.0664083	0.0661809	0.0658201	0.0655963	0.0652414	0.0651172	0.0649178	0.0648066	0.0645698	0.0645157	0.0644102
"C13"	12109.48243	6	0.0087375	0.0482234	0.0528651	0.0528652	0.0207862	0.0242107	0.0299758	0.0349426	0.0386154	0.041044	0.0429158	0.0441088	0.0449467	0.0454808	0.0456918	0.0456822	0.0456002	0.0452779	0.0448149	0.0442645	0.0437709	0.0432142	0.0425913	0.0420279	0.0413989	0.0409191	0.0403229	0.0398484	0.0394018	0.0389525	0.0385859	0.038249	0.0379299	0.0376778	0.0373236	0.0371159	0.0368279	0.0366032	0.0364084	0.0362352	0.0360334	0.035926	0.0357193	0.0354798	0.0354055
"C14"	13040.87134	6	0.00158487	0.0089006	0.00941567	0.0094471	0.0240068	0.0349159	0.040266	0.0414101	0.0403649	0.0384088	0.0361834	0.0341449	0.0322081	0.0304707	0.0290262	0.02779	0.0267869	0.0259192	0.0252137	0.0245836	0.0240192	0.023547	0.0232017	0.0228824	0.0226254	0.0224458	0.0222618	0.022061	0.0219725	0.0218304	0.0218181	0.0217409	0.0217028	0.0216118	0.021626	0.0214965	0.0215887	0.0215295	0.0215172	0.0214831	0.0214377	0.0214033	0.0214275	0.0214219	0.0213932
"C15"	13979.21862	6	0	1.93333e-06	9.33333e-07	1.46667e-06	0.00157153	0.00208297	0.00212237	0.001958	0.00172707	0.00155367	0.0013939	0.00125223	0.00111697	0.0010262	0.000958233	0.000879233	0.000823267	0.0007745	0.000728233	0.000695567	0.000664367	0.000639233	0.0006171	0.000585567	0.000561267	0.000543133	0.000522967	0.000499	0.000489733	0.000468267	0.000459233	0.0004432	0.0004186	0.000416233	0.0004003	0.000394467	0.000381467	0.000371367	0.000357467	0.000346367	0.0003429	0.000341	0.000330433	0.000318233	0.000316633
"C16"	14914.53363	6	0	1.6e-06	3.66667e-07	3.33333e-07	0.0030808	0.0026975	0.00187333	0.00125047	0.000851933	0.000598667	0.000448767	0.0003499	0.000275933	0.000218633	0.000189467	0.000152333	0.000128567	0.0001109	9.55667e-05	8.57e-05	7.18e-05	6.23333e-05	5.38333e-05	4.73667e-05	4.45333e-05	3.73333e-05	3.55667e-05	3.1e-05	2.59e-05	2.45667e-05	2.27333e-05	2.16333e-05	1.92333e-05	1.80333e-05	1.91667e-05	1.75333e-05	1.63e-05	1.53667e-05	1.64667e-05	1.48667e-05	1.36e-05	1.31e-05	1.31333e-05	1.37667e-05	1.29333e-05
"C17"	15853.37236	6	0	6.66667e-08	3.33333e-08	2e-07	0.0004165	0.000155033	3.93e-05	9.16667e-06	2.03333e-06	4.66667e-07	6.66667e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333e-08	0	6.66667e-08	3.33333e-08	3.33333e-08	6.66667e-08	0	3.33333e-08	6.66667e-08	3.33333e-08	0	0	3.33333e-08	0	0	0	0	0
"C18"	16788.75373	6	0	0	0	0	1.71667e-05	1.56667e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C19"	17727.74225	6	0	0	0	0	6.66667e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C9"	8409.291795	6	0	6.66667e-08	1.33333e-07	2.33333e-07	0.000382033	0.000392967	0.000415267	0.0004341	0.0004594	0.000484533	0.000502133	0.000518	0.000531133	0.000554433	0.000558233	0.000551733	0.0005677	0.000575367	0.000566567	0.000568033	0.000576833	0.0005604	0.0005699	0.0005698	0.000567867	0.0005659	0.000572633	0.000574	0.000565667	0.0005679	0.0005665	0.0005674	0.0005605	0.000571633	0.000568067	0.0005722	0.000574467	0.0005787	0.000583567	0.000574533	0.000581667	0.000580367	0.000577933	0.000586967	0.000591667
"deuteron"	1875.613	1	0.423985	0.843617	1.2503	1.52541	0.38258	0.373143	0.366922	0.36459	0.364968	0.367799	0.370925	0.374659	0.378856	0.38255	0.386081	0.39002	0.393432	0.396933	0.400796	0.4043	0.407983	0.411436	0.414998	0.418322	0.421423	0.424595	0.427757	0.430963	0.433367	0.435953	0.438505	0.440698	0.44292	0.444956	0.446893	0.448644	0.450136	0.451691	0.452886	0.454383	0.45535	0.45668	0.457488	0.458312	0.459273
"F17"	15832.75394	9	0.00309667	0.031354	0.0615	0.0637581	0.0214397	0.0079934	0.00246263	0.000694367	0.000171467	3.97667e-05	7.06667e-06	5.33333e-07	1e-07	6.66667e-08	0	0	0	3.33333e-08	1.66667e-07	6.66667e-08	2e-07	1.66667e-07	4e-07	4e-07	6e-07	1.3e-06	1.93333e-06	3.43333e-06	3.63333e-06	4.63333e-06	4.46667e-06	5.86667e-06	5.76667e-06	5.93333e-06	6.1e-06	6.06667e-06	5.83333e-06	6.1e-06	5.8e-06	6.13333e-06	6.56667e-06	6.46667e-06	5.8e-06	4.7e-06	5.3e-06
"F18"	16763.16997	9	0.0626484	0.0366595	0.0235639	0.0152094	0.0027673	0.000257633	1.28333e-05	5e-07	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0
"F19"	17692.30291	9	0.0112307	0.0142441	0.00595937	0.002572	6.04333e-05	5e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F20"	18625.26692	9	0.0118733	0.00725903	0.00154957	0.000429433	4e-07	0	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F21"	19556.7308	9	0.000564	0.000562967	6.22e-05	1.34333e-05	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F22"	20491.06576	9	4.96667e-06	3.13333e-05	2.3e-06	3.66667e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F23"	21423.09616	9	0	4.33333e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gamma"	0	0	2.0693	1.03317	0.902563	0.835933	1.03307	1.01722	0.998046	0.977155	0.956715	0.936538	0.917814	0.900568	0.884641	0.870649	0.858419	0.847231	0.838126	0.829938	0.822255	0.815954	0.810175	0.804773	0.800202	0.796029	0.792528	0.789137	0.785542	0.7824	0.780182	0.777472	0.775151	0.773285	0.770689	0.768907	0.767416	0.765512	0.76388	0.762246	0.760695	0.759302	0.757777	0.756545	0.755362	0.754142	0.753045
"H7"	6569.082212	1	0	0	0	0	1.66667e-06	1.66667e-06	1.53333e-06	2.26667e-06	2.53333e-06	2.3e-06	2.83333e-06	3.3e-06	3.3e-06	3.73333e-06	4.23333e-06	4.56667e-06	5e-06	4.93333e-06	5.46667e-06	6.03333e-06	6.33333e-06	5.7e-06	6.53333e-06	5.9e-06	6.03333e-06	7.13333e-06	7.36667e-06	5.96667e-06	6.86667e-06	6.66667e-06	6.93333e-06	7.5e-06	7.76667e-06	8.76667e-06	6.76667e-06	7.23333e-06	7.5e-06	6.86667e-06	7.46667e-06	8e-06	8.2e-06	8.56667e-06	8.26667e-06	8.63333e-06	8.73333e-06
"He10"	9362.727561	2	0	0	0	0	1.66667e-07	1.33333e-07	9e-07	3.26667e-06	6.76667e-06	1.02333e-05	1.36333e-05	1.62e-05	1.72e-05	1.83333e-05	2.11333e-05	2.01333e-05	2.13e-05	2.03333e-05	2.08667e-05	2.11333e-05	1.97667e-05	1.91333e-05	2.12333e-05	2.03e-05	1.98333e-05	1.98333e-05	1.97e-05	2.13667e-05	1.83e-05	1.76e-05	1.79667e-05	1.92e-05	1.70667e-05	1.72667e-05	1.71333e-05	1.74333e-05	1.67e-05	1.78333e-05	1.79333e-05	1.78e-05	1.81333e-05	1.88333e-05	1.98e-05	1.78667e-05	1.87333e-05
"He3"	2808.391	2	0.0778267	0.450519	0.695052	0.77078	0.147742	0.148668	0.150007	0.152627	0.155587	0.158994	0.162338	0.165708	0.168754	0.171348	0.173712	0.175971	0.177857	0.179739	0.181484	0.183171	0.184789	0.186453	0.187872	0.189267	0.190409	0.191951	0.193196	0.194315	0.195494	0.196406	0.19741	0.198252	0.19907	0.199899	0.200508	0.201077	0.201513	0.202216	0.202756	0.203107	0.20354	0.203921	0.204206	0.204531	0.20477
"He6"	5605.537352	2	0.000262233	0.00127267	0.00140077	0.00163513	0.0081792	0.0092927	0.0102109	0.0109049	0.0113805	0.0119026	0.0123528	0.0127062	0.0130565	0.0134065	0.0136791	0.0138768	0.0140572	0.0142382	0.0143816	0.0144386	0.0146066	0.0146178	0.0147434	0.0147443	0.0148236	0.0148682	0.0149039	0.0149586	0.0149719	0.0149975	0.0150286	0.0149639	0.0149975	0.0149684	0.0149761	0.0149634	0.0150009	0.0149984	0.0149755	0.014967	0.0149718	0.0150104	0.0150096	0.0150001	0.0149992
"He8"	7482.528346	2	0	1.06667e-06	1.16667e-06	9.33333e-07	2.27667e-05	2.22333e-05	2.10333e-05	2.22333e-05	2.23667e-05	2.37333e-05	2.89333e-05	3.28667e-05	3.68333e-05	4.05333e-05	4.28667e-05	4.30333e-05	4.83667e-05	4.83e-05	4.95667e-05	5.06667e-05	5.21333e-05	5.27333e-05	5.24e-05	5.20667e-05	5.24e-05	5.39333e-05	5.44e-05	5.31667e-05	5.26667e-05	5.56e-05	5.57e-05	5.47333e-05	5.29333e-05	5.46e-05	5.50333e-05	5.65667e-05	5.48e-05	5.56667e-05	5.47333e-05	5.62e-05	5.7e-05	5.77667e-05	5.8e-05	5.77667e-05	5.93333e-05
"Li11"	10285.69882	3	0	0	0	0	8.33333e-07	6.03333e-06	2.14667e-05	4.5e-05	6.47e-05	8.07e-05	8.99667e-05	9.39e-05	9.52667e-05	9.75333e-05	9.74667e-05	9.06333e-05	8.55e-05	8.19e-05	8.17e-05	8.11e-05	7.5e-05	7.5e-05	6.85333e-05	6.81667e-05	6.63333e-05	6.33667e-05	6.18667e-05	6.29667e-05	5.76333e-05	5.90333e-05	5.64667e-05	5.71333e-05	5.74667e-05	5.59e-05	5.66333e-05	5.22333e-05	5.36333e-05	5.36667e-05	5.52e-05	5.19e-05	5.44333e-05	5.23667e-05	5.50667e-05	5.2e-05	5.73333e-05
"Li3"	2821.616287	3	0	0	0	0	2.23e-05	2.16e-05	1.96333e-05	2.04e-05	1.93333e-05	1.85e-05	2.05667e-05	1.97e-05	1.93333e-05	2.06667e-05	2e-05	2.09667e-05	2.18e-05	2.22667e-05	2.31333e-05	2.54333e-05	2.36e-05	2.54e-05	2.71e-05	2.65333e-05	2.89e-05	2.88667e-05	3.02667e-05	2.95e-05	3.11667e-05	3.21e-05	3.28e-05	3.41333e-05	3.57667e-05	3.49333e-05	3.59e-05	3.51667e-05	3.80667e-05	4.11e-05	3.88333e-05	3.95667e-05	4.01667e-05	4.34333e-05	4.31667e-05	4.74e-05	4.64333e-05
"Li6"	5601.518164	3	0.00729587	0.0161216	0.0170185	0.0187032	0.0655943	0.0686332	0.0708944	0.0726023	0.0740512	0.075277	0.0763778	0.0772298	0.0780247	0.0788793	0.0795009	0.0801861	0.0807254	0.0812026	0.0815127	0.0820668	0.0823151	0.082645	0.0829108	0.0831504	0.0834285	0.0835524	0.083762	0.0838865	0.0839687	0.0841297	0.0841518	0.0842111	0.0842696	0.0842178	0.0842261	0.0842496	0.0841287	0.084015	0.083961	0.0837898	0.083779	0.0834856	0.0833149	0.083207	0.0830735
"Li7"	6533.83354	3	0.0041299	0.0123109	0.0129358	0.014496	0.08129	0.0843208	0.0862039	0.0875263	0.088787	0.0900276	0.091021	0.0917888	0.0928745	0.0934462	0.0940563	0.0944872	0.0948799	0.0951847	0.0954488	0.0956085	0.0957872	0.0959762	0.0959299	0.0961463	0.0962072	0.0961598	0.0963316	0.0963223	0.0962983	0.0962934	0.0962377	0.096074	0.0960705	0.095993	0.095874	0.0957578	0.0956736	0.0954393	0.0954139	0.0952774	0.0950295	0.0948212	0.0946527	0.0945648	0.0942947
"Li8"	7471.366271	3	0.000186667	0.00110573	0.00151837	0.0021036	0.0084141	0.0099243	0.010928	0.0116354	0.0122087	0.0127249	0.0131932	0.0135933	0.0139501	0.0142367	0.0144363	0.0146362	0.0147932	0.0148541	0.0150155	0.0149983	0.0150496	0.0150678	0.0150908	0.0150637	0.0150587	0.0150405	0.0150263	0.0149684	0.0149603	0.0148861	0.0148436	0.0147554	0.0147657	0.0147313	0.0146937	0.0145995	0.0145634	0.0145377	0.0144364	0.0144392	0.0144253	0.0143959	0.0143993	0.0143587	0.0142576
"Li9"	8406.867719	3	1.93333e-06	3.01667e-05	2.14333e-05	1.43333e-05	0.000335233	0.000336833	0.0003561	0.000381867	0.000432233	0.000499967	0.000548333	0.000584867	0.000623367	0.0006544	0.000663367	0.000662867	0.000679567	0.000663167	0.000677033	0.000677467	0.0006718	0.000677233	0.0006717	0.000663767	0.000663133	0.0006557	0.000661067	0.0006555	0.000650767	0.000649667	0.000652633	0.000641133	0.000652767	0.000643467	0.000639333	0.000631567	0.0006452	0.000649367	0.000644967	0.0006405	0.000635267	0.000653233	0.000646967	0.000655	0.000658267
"Mg20"	18641.3244	12	0	1.33333e-07	4e-07	4e-07	1.33333e-07	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg21"	19566.15859	12	4e-07	2.23333e-06	7.33333e-07	2.66667e-07	1.33333e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg22"	20486.34515	12	0.000127067	3.94667e-05	5.5e-06	2.26667e-06	6.66667e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg23"	21412.76237	12	0.0101303	0.000163333	1.50333e-05	5.16667e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg24"	22335.7966	12	0.0931198	0.000236533	3.98e-05	1.22667e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg25"	23268.03137	12	0.0074785	3.86667e-06	1.33333e-07	3.33333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mg26"	24196.50364	12	9.17333e-05	8.63333e-06	2.66667e-06	4.66667e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"N12"	11191.69094	7	2e-07	7.7e-06	1.11333e-05	1.27333e-05	7.22333e-05	0.0001102	0.0001716	0.0002472	0.000303967	0.00034	0.000356267	0.000368533	0.000366967	0.000366333	0.000349433	0.000343433	0.000325267	0.000324133	0.0003068	0.000299267	0.000298267	0.000288833	0.000277133	0.000277367	0.000269767	0.0002653	0.000265833	0.000258167	0.000257767	0.000257	0.000253967	0.000253533	0.000249733	0.000253533	0.000250033	0.0002472	0.000250633	0.000257733	0.0002496	0.0002448	0.0002548	0.000249433	0.000249433	0.0002553	0.0002534
"N13"	12111.19236	7	0.000904467	0.00650027	0.00790537	0.00809833	0.0111648	0.017807	0.0239761	0.027746	0.0296356	0.0303299	0.0304566	0.0302314	0.0298257	0.0294429	0.0289014	0.028301	0.0277116	0.0271113	0.0263669	0.025783	0.0251943	0.024574	0.0240409	0.0235538	0.0231247	0.0227536	0.0223183	0.0220345	0.021726	0.0214472	0.0211884	0.0209773	0.0207914	0.0205988	0.0204723	0.0203298	0.0202128	0.0200043	0.0199629	0.0198139	0.0197245	0.019647	0.0195086	0.0194105	0.0193411
"N14"	13040.20433	7	0.079899	0.158232	0.150555	0.126115	0.0761902	0.0885276	0.0957209	0.097023	0.095118	0.09184	0.0879684	0.0844702	0.0813975	0.0786781	0.0765709	0.0746419	0.0732982	0.0721261	0.0710346	0.070162	0.06944	0.0686797	0.0681091	0.0676066	0.0672524	0.0667268	0.0663452	0.0660685	0.0659462	0.0657631	0.0655767	0.065512	0.0654068	0.0652463	0.0652496	0.0651743	0.0651354	0.0650291	0.0649266	0.0648968	0.0648536	0.0647235	0.0646989	0.0645859	0.0644741
